category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;17.04.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;40;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;23;69,282608;16,151574;POINT (545462 7686302);species;;;;Yes;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3454;Anas crecca;krikkand;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;4340;Motacilla flava;gulerle;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;100;69,282608;16,151574;POINT (545462 7686302);species;feeding;min antall Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
NT;3646;Pluvialis apricaria;heilo;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;20;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Resting.;;Yes;No;No;No;No;No;Yes;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;21.05.2013 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Anette Jensen;21.05.2013 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;No;No
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;Anette Jensen;10.04.2014 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;1000;69,307997;16,113486;POINT (543907 7689105);species;moving;minste antall, Activity: MigratingNorth.;;No;No;No;No;No;No;No;No
CR;3768;Limosa limosa subsp. islandica;svarthalespove;Fugler;Anette Jensen;04.06.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);subspecies;possiblereproductive;Activity: Mating. Validationstatus: Approved Documented;in pair;No;Yes;No;No;Yes;No;No;No
EN;204587;Spatula querquedula;knekkand;Fugler;Anette Jensen;21.05.2009 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;6;69,307997;16,113486;POINT (543907 7689105);species;possiblereproductive;Beveger seg mellom Klevannet, Steinsvannet og Flystasjonen Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;Yes;No;No;No;No;No;No
LC;3923;Gavia arctica;storlom;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Anette Jensen;10.04.2014 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;15;69,307997;16,113486;POINT (543907 7689105);species;moving;Activity: MigratingNorth.;;No;Yes;No;No;No;No;No;No
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;3;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;Anette Jensen;30.03.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Stationary.;in pair;No;No;No;No;No;No;Yes;No
LC;4604;Asio flammeus;jordugle;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Stationary.;;Yes;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Karl-Otto Jacobsen;10.05.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Rune Zakariassen|Bjørn Olav Tveit;09.08.2012 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Espen Bergersen;01.06.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Atle Ivar Olsen;28.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min. Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Atle Ivar Olsen;29.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;;min..;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;16;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;14;69,307254;16,095034;POINT (543181 7689009);species;;;male;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Line Selvaag;13.09.2005 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;;Vatnet er mest typisk en rastelokalitet, og relativt mye andefugl samles her på sensommeren/høsten. Bjørn Harald Larsen, Miljøfaglig Utredning AS, observerte 10 individer her på feltbefaring 13.09.2005. Observatør/kilde: Bjørn Harald Larsen.;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Atle Ivar Olsen;30.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Anette Jensen;13.10.2012 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;i par med grågåsa Activity: Forage.;;No;No;No;No;No;No;No;No
LC;3765;Limosa lapponica;lappspove;Fugler;Espen Bergersen;17.09.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;Yes;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;12.06.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;14.06.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: BroodOnEggs.;in pair;No;No;No;No;No;No;No;No
;3486;Aythya ferina;taffeland;Fugler;Espen Bergersen;03.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Observatører var Leif Olsson og Eivind Braseth Activity: Resting. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;12;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
CR;3671;Chroicocephalus ridibundus;hettemåke;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Espen Bergersen;14.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;8;69,307254;16,095034;POINT (543181 7689009);species;;;in pair;No;No;No;No;No;No;No;No
EN;3705;Rissa tridactyla;krykkje;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;29;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Anette Jensen;24.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;14;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Anette Jensen;24.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;Yes;No;No;No;No;No;No
Unknown;4638;Upupa epops;hærfugl;Fugler;Anette Jensen;28.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Observert flygende mellom Steinsvannet og Klevannet.  Den er også blitt sett nord i vannet av turgåere som har spurt hva slags fugl det var. Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;28.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;Espen Bergersen;16.09.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;60;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Espen Bergersen;17.09.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Espen Bergersen;17.09.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;50;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min. Activity: InNestingHabitat.;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;16;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min. Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Atle Ivar Olsen;30.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;8;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;3501;Bucephala clangula;kvinand;Fugler;Espen Bergersen;15.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
EN;3488;Aythya marila;bergand;Fugler;Espen Bergersen;15.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;female;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Line Selvaag;13.09.2005 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;19;69,307254;16,095034;POINT (543181 7689009);species;;Vatnet er mest typisk en rastelokalitet, og relativt mye andefugl samles her på sensommeren/høsten. Bjørn Harald Larsen, Miljøfaglig Utredning AS, observerte 19 individer her på feltbefaring 13.09.2005. Observatør/kilde: Bjørn Harald Larsen.;;No;No;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;2;69,306737;16,101727;POINT (543446 7688956);species;;2-3 par Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Line Selvaag;15.06.1992 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;Yes;No
NT;3799;Tringa totanus;rødstilk;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;2;69,306737;16,101727;POINT (543446 7688956);species;;2-3 par Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;Yes;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Line Selvaag;13.09.2005 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Ett par med 5 unger fløy inn fra Littje Steinsvatnet. Hekking sannsynligvis der..;;No;No;No;No;No;No;No;No
NT;3776;Numenius phaeopus;småspove;Fugler;Line Selvaag;15.06.1992 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;Yes;No
NT;3776;Numenius phaeopus;småspove;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;2;69,306737;16,101727;POINT (543446 7688956);species;;Med pull 4.7.1995.  Observatør/kilde: BM-rapport nr 64-2004. Andøya flystasjon. Andøy kommune kommune. Nordland. Se www.forsvarsbygg.no.;;No;No;No;No;No;No;Yes;No
VU;156989;Calidris pugnax;brushane;Fugler;Eivind Braseth;03.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting.;;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Karl-Otto Jacobsen;10.05.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Karl-Otto Jacobsen;10.05.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Karl-Otto Jacobsen;10.05.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;51;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Espen Bergersen;04.06.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;;;male;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;female;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;;;female;No;No;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
EN;3488;Aythya marila;bergand;Fugler;Karl-Otto Jacobsen;10.05.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;female colored;No;Yes;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;Yes;No
LC;204585;Mareca penelope;brunnakke;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;22;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;NOF Jentekurs Activity: AgitatedBehaviour.;in pair;No;No;No;No;No;No;No;No
VU;4280;Riparia riparia;sandsvale;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;NOF Jentekurs Activity: AgitatedBehaviour.;in pair;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;34;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Anette Jensen|Atle Ivar Olsen;30.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: AgitatedBehaviour. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;4096;Fulica atra;sothøne;Fugler;Anette Jensen;31.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;NOF Jentekurs Activity: AgitatedBehaviour. Validationstatus: Approved Documented;in pair;No;Yes;No;No;No;No;No;No
